,TweetDate,Tweets,intention
53,0.0013788692128022186,"  (0, 2244)	1",1
54,0.8958979769840079,"  (0, 1645)	1",0
55,0.05928996284488492,"  (0, 3075)	1
  (0, 1169)	1
  (0, 2642)	1",1
56,0.01068603819172304,"  (0, 1780)	1
  (0, 1372)	1",0
57,0.06859709735293719,"  (0, 2816)	1
  (0, 2842)	1
  (0, 4813)	1",1
58,0.09858668404825742,"  (0, 2611)	1
  (0, 3034)	1
  (0, 3736)	1",1
59,0.060324019959598074,"  (0, 1896)	1
  (0, 3256)	1
  (0, 5261)	1
  (0, 4780)	1
  (0, 1388)	1
  (0, 601)	1
  (0, 3696)	1
  (0, 3060)	1",1
60,0.008273111864207667,"  (0, 4889)	1
  (0, 2162)	1
  (0, 4405)	1",1
61,0.07307824132248453,"  (0, 3856)	1
  (0, 2364)	1
  (0, 2678)	1
  (0, 1881)	1",1
62,0.06066872864508149,"  (0, 5190)	1
  (0, 2111)	1
  (0, 2078)	1",1
63,0.06308168944346541,"  (0, 2030)	1",1
64,0.011720164248173294,"  (0, 534)	1
  (0, 3718)	1
  (0, 3802)	1
  (0, 2820)	1
  (0, 3564)	1
  (0, 3471)	1
  (0, 1097)	1
  (0, 2297)	1",0
65,0.046535775952867016,"  (0, 2342)	1
  (0, 230)	1",1
66,0.02826611220964024,"  (0, 3008)	1
  (0, 4262)	1",1
67,0.09513959719342324,"  (0, 519)	1
  (0, 3383)	1
  (0, 1320)	1
  (0, 4307)	1
  (0, 3154)	1",0
68,0.6549465024184934,"  (0, 4843)	1
  (0, 1001)	1
  (0, 5091)	1
  (0, 1192)	1
  (0, 2527)	1
  (0, 213)	1",1
69,0.0679076455111018,"  (0, 3324)	1
  (0, 2322)	1
  (0, 2912)	1
  (0, 1070)	1",0
70,0.02792147246589392,"  (0, 2435)	1
  (0, 1173)	1",0
71,0.5518786744006886,"  (0, 2111)	1
  (0, 1074)	1
  (0, 1343)	1",0
72,0.07928306660292314,"  (0, 1722)	1
  (0, 2257)	1",1
73,0.20716998891727106,"  (0, 1471)	1",0
74,0.2071700233881396,"  (0, 5364)	1
  (0, 746)	1
  (0, 1669)	1
  (0, 5369)	1
  (0, 3945)	1
  (0, 390)	1",1
75,0.31058262903316486,"  (0, 5081)	1",1
76,0.07445707606441819,"  (0, 5364)	1
  (0, 746)	1
  (0, 5365)	1
  (0, 3945)	1
  (0, 1448)	1
  (0, 1653)	1
  (0, 701)	1",1
77,0.06756290235474985,"  (0, 5364)	1
  (0, 746)	1
  (0, 1653)	1
  (0, 5033)	1
  (0, 2770)	1",1
78,0.09376079692235813,"  (0, 1749)	1
  (0, 1263)	1",1
79,0.09376086586409522,"  (0, 5321)	1
  (0, 4305)	1",1
80,0.8617717481794125,"  (0, 4843)	1
  (0, 1001)	1
  (0, 1156)	1
  (0, 2111)	1
  (0, 2078)	1
  (0, 4855)	1
  (0, 3184)	1
  (0, 290)	1
  (0, 1006)	1
  (0, 3704)	1
  (0, 3232)	1
  (0, 3679)	1
  (0, 2091)	1
  (0, 3915)	1
  (0, 1053)	1
  (0, 5032)	1
  (0, 1196)	1",1
81,0.08514311425614124,"  (0, 2307)	1
  (0, 1834)	1
  (0, 4689)	1
  (0, 3565)	1
  (0, 4700)	1
  (0, 657)	1
  (0, 23)	1
  (0, 3219)	1
  (0, 3924)	1",0
82,0.01378838189020525,"  (0, 928)	1
  (0, 109)	1
  (0, 4415)	1
  (0, 1235)	1
  (0, 1030)	1
  (0, 479)	1
  (0, 4269)	1
  (0, 2904)	1
  (0, 1436)	1
  (0, 1820)	1
  (0, 4268)	1",0
83,0.6549465713602305,"  (0, 773)	1
  (0, 1433)	1",1
84,0.025853220352993415,"  (0, 1678)	1
  (0, 1713)	1",1
85,0.8965873943549747,"  (0, 1758)	1",1
86,0.06308168944346541,"  (0, 1745)	1
  (0, 2385)	1
  (0, 3293)	1
  (0, 4654)	1
  (0, 4430)	1
  (0, 5114)	1
  (0, 994)	1",0
87,0.24095144009464597,"  (0, 3639)	1
  (0, 2301)	1
  (0, 1947)	1",0
88,0.07618065396270383,"  (0, 1697)	1",1
89,0.03964156777233012,"  (0, 4510)	1",1
90,0.309893211662198,"  (0, 2454)	1
  (0, 902)	1
  (0, 2687)	1",0
91,0.6894173709668351,"  (0, 632)	1
  (0, 2092)	1
  (0, 2368)	1",0
92,0.0499827938659641,"  (0, 1650)	1
  (0, 356)	1
  (0, 83)	1
  (0, 4953)	1
  (0, 2050)	1
  (0, 2762)	1
  (0, 4819)	1",1
93,0.032057942220826384,"  (0, 1711)	1
  (0, 2114)	1
  (0, 2659)	1
  (0, 2060)	1",1
94,0.07583594527722042,"  (0, 3081)	1
  (0, 2293)	1",1
95,0.012754255833754998,"  (0, 5184)	1
  (0, 2536)	1",1
96,0.04963808518048068,"  (0, 3111)	1
  (0, 2859)	1
  (0, 4532)	1
  (0, 1574)	1",1
97,0.03584980670288107,"  (0, 1673)	1
  (0, 2311)	1
  (0, 2345)	1
  (0, 3242)	1
  (0, 3092)	1
  (0, 2272)	1",0
98,0.007238985807757414,"  (0, 4225)	1
  (0, 2189)	1
  (0, 3405)	1
  (0, 859)	1
  (0, 4030)	1
  (0, 3395)	1
  (0, 2653)	1",0
99,0.08893490979645882,"  (0, 3143)	1
  (0, 878)	1",0
100,0.06894177156755206,"  (0, 5105)	1",0
101,0.24129618325099794,"  (0, 1742)	1
  (0, 2885)	1",1
102,0.04515687226919625,"  (0, 2077)	1
  (0, 1208)	1
  (0, 2634)	1
  (0, 1182)	1
  (0, 3533)	1",0
103,0.4136504915218382,"  (0, 2456)	1
  (0, 1985)	1",1
104,0.0520510459788646,"  (0, 2447)	1
  (0, 4934)	1",1
105,0.0510168854515458,"  (0, 2461)	1",1
106,0.011720164248173294,"  (0, 5200)	1",1
107,0.4477766513846965,"  (0, 5302)	1
  (0, 4214)	1
  (0, 4351)	1",0
108,0.09755266140441282,"  (0, 3141)	1
  (0, 2517)	1
  (0, 1885)	1
  (0, 3489)	1
  (0, 1695)	1",1
109,0.07101002368045256,"  (0, 4545)	1",0
110,0.09755266140441282,"  (0, 1714)	1
  (0, 4344)	1
  (0, 5135)	1",1
111,0.017235537686776523,"  (0, 5098)	1",1
112,0.07307824132248453,"  (0, 2233)	1
  (0, 4800)	1
  (0, 2648)	1
  (0, 3573)	1
  (0, 2285)	1
  (0, 941)	1
  (0, 4350)	1",0
113,0.0716994410514194,"  (0, 5050)	1
  (0, 4571)	1
  (0, 3026)	1
  (0, 2948)	1",0
114,0.049982862807701194,"  (0, 381)	1",1
115,0.04653570701112992,"  (0, 903)	1",1
116,0.035160285919308594,"  (0, 3306)	1
  (0, 2265)	1
  (0, 2721)	1
  (0, 4412)	1
  (0, 1077)	1",0
117,0.09100309296762224,"  (0, 3351)	1
  (0, 2748)	1",1
118,0.006894277122273996,"  (0, 1725)	1
  (0, 3841)	1
  (0, 4326)	1
  (0, 1929)	1
  (0, 2089)	1
  (0, 1518)	1
  (0, 1930)	1",1
119,0.08341960529959269,"  (0, 1685)	1
  (0, 3658)	1",1
120,0.03481561170469372,"  (0, 1599)	1",1
121,0.01654605137407259,"  (0, 2349)	1",0
122,0.053085172035314855,"  (0, 2833)	1",1
123,0.08617727478346003,"  (0, 2343)	1
  (0, 4543)	1
  (0, 904)	1",0
124,0.0923819277095559,"  (0, 2472)	1
  (0, 2650)	1",1
125,0.8958978735714023,"  (0, 1683)	1",0
126,0.024129711396444875,"  (0, 2111)	1
  (0, 2078)	1
  (0, 534)	1
  (0, 4295)	1
  (0, 4294)	1
  (0, 1410)	1
  (0, 3937)	1
  (0, 4252)	1",1
127,0.0027576694838673406,"  (0, 4140)	1
  (0, 1520)	1",1
128,0.08307479320150363,"  (0, 2009)	1
  (0, 4168)	1",1
129,0.3447087199542861,"  (0, 1161)	1",0
130,0.00965187766440424,"  (0, 1654)	1
  (0, 4843)	1
  (0, 1001)	1
  (0, 4134)	1
  (0, 1462)	1
  (0, 3373)	1
  (0, 2437)	1
  (0, 850)	1
  (0, 325)	1",1
131,0.022406167969027786,"  (0, 5349)	1",1
132,0.051016988864151444,"  (0, 4984)	1
  (0, 3428)	1
  (0, 3592)	1
  (0, 334)	1
  (0, 645)	1",0
133,0.02068259007074215,"  (0, 3067)	1
  (0, 66)	1",0
134,0.0024129952692524713,"  (0, 3427)	1
  (0, 5382)	1
  (0, 240)	1
  (0, 26)	1
  (0, 129)	1",0
135,0.034126159862858337,"  (0, 3522)	1
  (0, 257)	1",1
136,0.03378152011911202,"  (0, 4257)	1
  (0, 3981)	1
  (0, 1221)	1",1
137,0.053085172035314855,"  (0, 614)	1
  (0, 637)	1
  (0, 3813)	1
  (0, 3390)	1
  (0, 2018)	1
  (0, 2767)	1",0
138,0.055498132833698775,"  (0, 5016)	1
  (0, 1960)	1",0
139,0.03205797669169493,"  (0, 1742)	1
  (0, 5318)	1
  (0, 3855)	1
  (0, 5332)	1
  (0, 3035)	1
  (0, 1417)	1",1
140,0.05308513756444631,"  (0, 1051)	1
  (0, 2926)	1",1
141,0.005515407909471777,"  (0, 2638)	1",0
142,0.6890726622813517,"  (0, 4374)	1
  (0, 4023)	1",1
143,0.6201310285972739,"  (0, 5099)	1",1
144,0.08617727478346003,"  (0, 1535)	1
  (0, 5013)	1
  (0, 3233)	1
  (0, 1967)	1
  (0, 1463)	1
  (0, 3117)	1",0
145,0.04929337649499726,"  (0, 4872)	1
  (0, 1592)	1
  (0, 3506)	1",1
146,0.172009737468831,"  (0, 2499)	1",1
147,0.08066183240311971,"  (0, 2406)	1
  (0, 4333)	1
  (0, 2883)	1
  (0, 3743)	1
  (0, 3028)	1",1
148,0.07824894054647288,"  (0, 2464)	1
  (0, 5183)	1
  (0, 3580)	1",1
149,0.09513963166429179,"  (0, 4715)	1",1
150,0.013098998990106964,"  (0, 4530)	1
  (0, 3633)	1",1
151,0.05032746808057897,"  (0, 1653)	1
  (0, 1961)	1
  (0, 1282)	1
  (0, 4068)	1
  (0, 1037)	1
  (0, 4054)	1
  (0, 1771)	1
  (0, 4783)	1
  (0, 1198)	1",0
152,0.011030677935469363,"  (0, 2394)	1",1
153,0.05032757149318461,"  (0, 4530)	1
  (0, 1737)	1
  (0, 3561)	1
  (0, 4220)	1",0
154,0.04653570701112992,"  (0, 4593)	1
  (0, 3761)	1",0
155,0.028266181151377336,"  (0, 3578)	1
  (0, 3095)	1",1
156,0.016546016903204043,"  (0, 2246)	1
  (0, 2878)	1",1
157,0.019993103758038217,"  (0, 2388)	1
  (0, 4826)	1",1
158,0.09376086586409522,"  (0, 2307)	1
  (0, 5204)	1
  (0, 3925)	1",0
159,0.017924851645137713,"  (0, 5151)	1
  (0, 948)	1
  (0, 3516)	1
  (0, 1812)	1
  (0, 1350)	1",0
160,0.02275080771277411,"  (0, 417)	1",1
161,0.7580144683197724,"  (0, 468)	1",0
162,0.9993105136872961,"  (0, 1996)	1",1
163,0.022061390341807274,"  (0, 4766)	1",1
164,0.012754255833754998,"  (0, 3276)	1
  (0, 454)	1
  (0, 4724)	1
  (0, 4498)	1
  (0, 4511)	1
  (0, 2485)	1
  (0, 1019)	1",0
165,0.09651846640622547,"  (0, 2651)	1
  (0, 2289)	1",0
166,0.09065848769474447,"  (0, 4843)	1
  (0, 1001)	1
  (0, 2726)	1
  (0, 182)	1
  (0, 293)	1",0
167,0.03240271984804689,"  (0, 1987)	1",1
168,0.04688045016748189,"  (0, 3581)	1
  (0, 4540)	1",1
169,0.4477765824429594,"  (0, 3253)	1
  (0, 897)	1
  (0, 3613)	1",1
170,0.07032067525122283,"  (0, 1653)	1
  (0, 1771)	1
  (0, 4783)	1
  (0, 3178)	1
  (0, 3259)	1
  (0, 4558)	1
  (0, 88)	1
  (0, 142)	1",0
171,0.0020682521129005054,"  (0, 1596)	1
  (0, 4635)	1",1
172,0.48293697177487366,"  (0, 1443)	1
  (0, 3780)	1
  (0, 5326)	1
  (0, 4684)	1
  (0, 907)	1
  (0, 2797)	1
  (0, 3328)	1",0
173,0.06480526734175104,"  (0, 2027)	1",1
174,0.9651843538244377,"  (0, 1548)	1
  (0, 915)	1",1
175,0.034470868548341756,"  (0, 3254)	1
  (0, 3049)	1",0
176,0.06721829708187207,"  (0, 5043)	1
  (0, 125)	1
  (0, 2889)	1
  (0, 4913)	1
  (0, 872)	1
  (0, 2677)	1
  (0, 2819)	1",0
177,0.07721478001915408,"  (0, 5326)	1
  (0, 5172)	1
  (0, 4656)	1",0
178,0.6204756683410202,"  (0, 2737)	1",1
179,0.028610820895123658,"  (0, 4843)	1
  (0, 1001)	1
  (0, 1653)	1
  (0, 4964)	1
  (0, 659)	1
  (0, 5019)	1
  (0, 5344)	1
  (0, 990)	1
  (0, 992)	1
  (0, 176)	1
  (0, 5206)	1",0
180,0.04756979859671162,"  (0, 594)	1
  (0, 2007)	1
  (0, 3857)	1
  (0, 3814)	1
  (0, 3165)	1",1
181,0.5170630971668635,"  (0, 1654)	1
  (0, 1001)	1
  (0, 534)	1
  (0, 5362)	1
  (0, 2374)	1
  (0, 530)	1
  (0, 3230)	1
  (0, 3614)	1
  (0, 1710)	1",1
182,0.056876933104763897,"  (0, 1779)	1
  (0, 3650)	1
  (0, 29)	1",0
183,0.0017236123691541845,"  (0, 2284)	1
  (0, 3070)	1
  (0, 3391)	1",1
184,0.052740463349831436,"  (0, 1425)	1",1
185,0.021372007441708987,"  (0, 1707)	1
  (0, 4352)	1",1
186,0.08031722713024193,"  (0, 5240)	1
  (0, 2474)	1
  (0, 754)	1
  (0, 2742)	1
  (0, 3047)	1
  (0, 4131)	1",1
187,0.030334364322540747,"  (0, 1965)	1
  (0, 776)	1",1
188,0.02964501589331101,"  (0, 2872)	1",1
189,0.034815577233825175,"  (0, 5379)	1
  (0, 3723)	1",1
190,0.047225193323833854,"  (0, 1668)	1
  (0, 5142)	1
  (0, 464)	1",0
191,0.01275422136288645,"  (0, 3708)	1
  (0, 569)	1
  (0, 335)	1
  (0, 1301)	1
  (0, 126)	1
  (0, 3343)	1
  (0, 2761)	1
  (0, 3702)	1
  (0, 5177)	1
  (0, 3706)	1",0
192,0.03584980670288107,"  (0, 2444)	1
  (0, 838)	1
  (0, 1681)	1",1
193,0.07859368370282485,"  (0, 3582)	1",1
194,0.6549465713602305,"  (0, 3064)	1
  (0, 188)	1
  (0, 1773)	1
  (0, 3973)	1",0
195,0.2071700233881396,"  (0, 1341)	1
  (0, 5346)	1",0
196,0.7583591770052558,"  (0, 3214)	1
  (0, 3120)	1
  (0, 3125)	1
  (0, 132)	1
  (0, 242)	1
  (0, 2841)	1
  (0, 627)	1
  (0, 2657)	1
  (0, 422)	1",0
197,0.014133090575688668,"  (0, 524)	1",1
198,0.01792488611600626,"  (0, 923)	1
  (0, 2981)	1",1
199,0.7924853368681141,"  (0, 5131)	1
  (0, 525)	1
  (0, 27)	1",0
200,0.05791116257381979,"  (0, 2467)	1
  (0, 4729)	1
  (0, 862)	1
  (0, 4827)	1
  (0, 3455)	1",0
201,0.026542568782223153,"  (0, 2753)	1
  (0, 597)	1",1
202,0.09755259246267572,"  (0, 2148)	1
  (0, 5187)	1",1
203,0.07618072290444093,"  (0, 1734)	1",1
204,0.17235441168344587,"  (0, 1819)	1
  (0, 2273)	1",1
205,0.08548782294162466,"  (0, 618)	1
  (0, 1132)	1
  (0, 3225)	1
  (0, 5357)	1
  (0, 5022)	1
  (0, 3619)	1
  (0, 3475)	1",1
206,0.6894174399085722,"  (0, 4374)	1
  (0, 534)	1
  (0, 617)	1
  (0, 4890)	1
  (0, 4574)	1
  (0, 1186)	1",0
207,0.07342301894970504,"  (0, 2251)	1
  (0, 4663)	1",1
208,0.017580177430522845,"  (0, 3635)	1
  (0, 3965)	1",0
209,0.03929689355771525,"  (0, 1156)	1
  (0, 4257)	1
  (0, 3163)	1",0
210,0.6549465713602305,"  (0, 2643)	1",1
211,0.04377807199813113,"  (0, 1134)	1
  (0, 1269)	1
  (0, 4720)	1
  (0, 808)	1",0
212,0.02102722981448847,"  (0, 3287)	1
  (0, 3229)	1
  (0, 3083)	1",1
213,0.028955529580607077,"  (0, 2534)	1",1
214,0.2754222741721192,"  (0, 5298)	1
  (0, 1897)	1
  (0, 1914)	1
  (0, 2477)	1",1
215,0.0034471557965712724,"  (0, 4059)	1
  (0, 1781)	1",0
216,0.0765253281773187,"  (0, 3869)	1",1
217,0.08721140083991029,"  (0, 1725)	1
  (0, 4366)	1
  (0, 4164)	1",0
218,0.10375738327224579,"  (0, 1988)	1
  (0, 4740)	1
  (0, 4277)	1
  (0, 449)	1",0
219,0.06894180603842061,"  (0, 1156)	1
  (0, 4257)	1
  (0, 1437)	1",0
220,0.008962494764305953,"  (0, 4016)	1",1
221,0.026197894567608283,"  (0, 1714)	1
  (0, 4417)	1
  (0, 4319)	1",1
222,0.20648050260456713,"  (0, 2020)	1
  (0, 4284)	1
  (0, 4254)	1",1
223,0.5518787088715572,"  (0, 2502)	1
  (0, 1493)	1",0
224,0.00827304292247057,"  (0, 5001)	1",0
225,0.10341270905763092,"  (0, 534)	1
  (0, 16)	1
  (0, 1020)	1",1
226,0.025163734040289484,"  (0, 1152)	1
  (0, 3197)	1",0
227,6.894173709668351e-08,"  (0, 4009)	1
  (0, 3309)	1
  (0, 363)	1
  (0, 5119)	1
  (0, 492)	1
  (0, 3982)	1",1
228,0.01826962927235823,"  (0, 4442)	1
  (0, 2625)	1
  (0, 2696)	1",1
229,0.09031377900926105,"  (0, 2476)	1
  (0, 4228)	1",0
230,0.8273008451602022,"  (0, 4843)	1
  (0, 1001)	1
  (0, 2121)	1
  (0, 2428)	1
  (0, 3403)	1",1
231,0.06135818048691687,"  (0, 1797)	1
  (0, 220)	1
  (0, 3352)	1",1
232,0.08514307978527269,"  (0, 566)	1
  (0, 413)	1
  (0, 3933)	1
  (0, 488)	1
  (0, 31)	1",0
233,0.00965187766440424,"  (0, 5063)	1
  (0, 3037)	1",1
234,0.65460179373301,"  (0, 2334)	1
  (0, 3816)	1",1
235,0.033436742491891505,"  (0, 4894)	1
  (0, 3572)	1
  (0, 507)	1",1
236,0.0344709719609474,"  (0, 1684)	1
  (0, 5153)	1
  (0, 4854)	1
  (0, 4537)	1
  (0, 4727)	1
  (0, 1790)	1",1
237,0.08790081821087713,"  (0, 3470)	1
  (0, 2644)	1",1
238,0.048603993594898975,"  (0, 4391)	1
  (0, 3700)	1
  (0, 4642)	1
  (0, 2690)	1
  (0, 4151)	1
  (0, 4347)	1
  (0, 4410)	1",1
239,0.007238916866020317,"  (0, 534)	1
  (0, 618)	1
  (0, 2827)	1
  (0, 3560)	1
  (0, 4755)	1
  (0, 1155)	1
  (0, 4049)	1
  (0, 3956)	1",0
240,0.2412961487801294,"  (0, 1755)	1",1
241,0.031368490378991,"  (0, 5143)	1",0
242,0.9993104792164276,"  (0, 5193)	1
  (0, 861)	1
  (0, 4910)	1",1
243,0.09134780165310566,"  (0, 5345)	1
  (0, 17)	1",0
244,0.0806619013448568,"  (0, 3063)	1",1
245,0.032747394062661764,"  (0, 2465)	1",1
246,0.04308865462716429,"  (0, 5014)	1
  (0, 4531)	1
  (0, 683)	1
  (0, 4954)	1",0
247,0.07273363604960675,"  (0, 3221)	1",0
248,0.34470868548341754,"  (0, 2462)	1
  (0, 4401)	1",0
249,0.20682521129005055,"  (0, 1580)	1",0
250,0.004136607638406656,"  (0, 2307)	1
  (0, 757)	1
  (0, 4080)	1
  (0, 4020)	1
  (0, 3231)	1",1
251,0.009651912135272788,"  (0, 1159)	1
  (0, 1880)	1",0
252,0.06239230654336713,"  (0, 5237)	1
  (0, 4086)	1",1
253,0.07238889289325479,"  (0, 1948)	1",1
254,0.09307137955139129,"  (0, 4832)	1
  (0, 5326)	1
  (0, 3217)	1",0
255,0.5170630626959949,"  (0, 3076)	1
  (0, 1082)	1
  (0, 3838)	1",1
256,0.2068252457609191,"  (0, 5320)	1
  (0, 4306)	1
  (0, 4383)	1
  (0, 3928)	1
  (0, 1804)	1
  (0, 4234)	1
  (0, 906)	1
  (0, 3552)	1",0
257,0.3102378858768129,"  (0, 4843)	1
  (0, 1001)	1
  (0, 3460)	1
  (0, 392)	1
  (0, 3468)	1
  (0, 1884)	1
  (0, 2215)	1
  (0, 2507)	1",0
258,0.04825921596767846,"  (0, 4694)	1
  (0, 4312)	1",0
259,0.0037918300111861414,"  (0, 4475)	1
  (0, 5347)	1
  (0, 296)	1
  (0, 1041)	1
  (0, 2491)	1
  (0, 2493)	1
  (0, 206)	1
  (0, 3879)	1
  (0, 118)	1",0
260,0.07583591080635187,"  (0, 5024)	1
  (0, 1209)	1
  (0, 3384)	1
  (0, 4499)	1
  (0, 4266)	1
  (0, 4397)	1
  (0, 4359)	1
  (0, 4288)	1
  (0, 4711)	1",0
261,0.4133057828363548,"  (0, 451)	1
  (0, 1178)	1",0
262,0.5174078403232154,"  (0, 1509)	1
  (0, 833)	1
  (0, 332)	1",0
263,0.052051080449733146,"  (0, 2457)	1
  (0, 2353)	1",1
264,0.07273353263700111,"  (0, 1177)	1
  (0, 284)	1",1
265,0.5863495429490304,"  (0, 5034)	1
  (0, 2013)	1",1
266,0.06825231972571667,"  (0, 1759)	1
  (0, 2977)	1
  (0, 4519)	1",1
267,0.8614270050230605,"  (0, 4466)	1",1
268,0.05791112810295125,"  (0, 997)	1
  (0, 3590)	1
  (0, 2639)	1",1
269,0.08135124977408655,"  (0, 5312)	1",1
270,0.05515349308995245,"  (0, 5044)	1
  (0, 2722)	1",1
271,0.17200963405622535,"  (0, 3340)	1
  (0, 1754)	1",0
272,0.012064872933656712,"  (0, 1654)	1
  (0, 909)	1
  (0, 1481)	1
  (0, 1460)	1
  (0, 711)	1",1
273,0.09858671851912597,"  (0, 3112)	1
  (0, 3713)	1
  (0, 2383)	1
  (0, 4143)	1",1
274,0.09651853534796256,"  (0, 2307)	1
  (0, 4619)	1
  (0, 4100)	1
  (0, 3730)	1
  (0, 3485)	1
  (0, 4078)	1
  (0, 5048)	1
  (0, 4329)	1
  (0, 1677)	1",1
275,0.016201342688589172,"  (0, 1142)	1
  (0, 1050)	1
  (0, 1138)	1",1
276,0.08824552689636055,"  (0, 1725)	1
  (0, 335)	1
  (0, 4365)	1
  (0, 2624)	1
  (0, 43)	1
  (0, 4723)	1
  (0, 282)	1",1
277,0.005860082124086647,"  (0, 3186)	1
  (0, 4457)	1
  (0, 1904)	1",1
278,0.021716681656323854,"  (0, 1948)	1
  (0, 2455)	1
  (0, 5371)	1",1
279,0.0006895207835724801,"  (0, 5326)	1
  (0, 2381)	1
  (0, 3608)	1
  (0, 4679)	1",0
280,0.034126194333726885,"  (0, 2448)	1
  (0, 1290)	1
  (0, 2481)	1
  (0, 2945)	1
  (0, 3750)	1",0
281,0.07342301894970504,"  (0, 5326)	1
  (0, 4685)	1
  (0, 5335)	1
